time,ax,ay,az,atotal
5.291,4.69,-0.35,2.31,5.24
5.301,3.93,0.13,1.79,4.32
5.311,3.06,0.45,1.32,3.36
5.321,1.92,0.48,0.88,2.16
5.332,0.74,0.37,0.56,1.00
5.341,-0.23,0.21,0.21,0.37
5.351,-0.70,0.12,0.03,0.71
5.361,-0.85,0.47,0.13,0.98
5.371,-1.22,1.89,0.37,2.28
5.381,-1.97,4.33,0.72,4.81
5.391,-3.26,7.29,0.76,8.02
5.401,-4.17,9.07,0.43,9.99
5.411,-4.72,8.73,-1.02,9.98
5.421,-4.42,7.37,-3.49,9.27
5.431,-3.65,6.80,-5.47,9.46
5.441,-2.98,6.91,-7.71,10.77
5.451,-2.55,6.70,-9.62,11.99
5.461,-2.26,6.58,-10.79,12.84
5.471,-2.03,7.33,-12.01,14.22
5.481,-1.80,7.38,-13.35,15.36
5.491,-1.34,6.45,-14.05,15.52
5.501,-0.66,5.64,-14.99,16.03
5.511,-1.01,4.51,-16.05,16.70
5.521,-2.41,2.19,-16.59,16.91
5.532,-3.64,0.33,-17.42,17.80
5.542,-4.41,-1.05,-17.64,18.22
5.552,-5.13,-2.13,-17.48,18.34
5.562,-5.61,-2.88,-17.19,18.31
5.572,-5.20,-3.41,-15.99,17.16
5.582,-3.95,-3.59,-13.21,14.24
5.592,-2.40,-3.07,-7.88,8.79
5.602,-0.87,-0.80,-2.82,3.06
5.612,-0.79,8.48,-3.93,9.38
5.622,-1.19,23.80,-0.89,23.85
5.632,-2.27,8.27,8.24,11.89
5.642,-4.60,2.41,6.60,8.40
5.652,-5.20,3.79,4.21,7.69
5.662,-3.62,2.59,0.39,4.47
5.672,-3.90,0.67,-2.28,4.57
5.682,-4.71,0.46,-5.55,7.30
5.692,-6.33,1.33,-8.13,10.39
5.702,-6.53,0.07,-7.38,9.85
5.712,-5.00,-0.33,-6.22,7.98
5.722,-2.78,0.93,-5.24,6.00
5.732,-1.04,1.45,-4.23,4.59
5.742,-0.33,0.56,-2.55,2.63
5.752,-0.04,0.26,-0.95,0.99
5.762,0.08,0.61,0.12,0.63
5.772,0.48,0.99,0.38,1.17
5.782,0.85,1.29,0.25,1.57
5.792,0.68,1.45,0.05,1.60
5.802,1.18,1.11,-0.17,1.63
5.812,1.64,0.27,-0.17,1.67
5.822,1.76,-0.08,-0.34,1.80
5.832,1.85,-0.14,-0.63,1.96
5.842,1.86,-0.18,-0.50,1.93
5.852,1.64,-0.13,-0.07,1.64
5.862,1.10,0.04,0.34,1.15
5.872,0.53,0.08,0.51,0.74
5.882,0.14,-0.01,0.47,0.49
5.892,-0.03,-0.27,0.34,0.44
5.902,0.03,-0.39,0.34,0.52
5.912,0.05,-0.42,0.47,0.63
5.922,0.08,-0.56,0.77,0.95
5.932,0.04,-0.66,1.22,1.39
5.942,-0.09,-0.32,1.65,1.68
5.952,-0.21,-0.03,1.77,1.79
5.962,-0.32,0.04,1.75,1.78
5.972,-0.42,0.36,1.62,1.71
5.982,-0.38,0.61,1.40,1.57
5.992,-0.46,0.60,1.25,1.47
6.002,-0.60,0.36,0.95,1.18
6.013,-0.50,0.34,0.57,0.83
6.022,-0.26,0.33,0.22,0.48
6.033,-0.00,0.39,-0.18,0.43
6.043,0.18,0.50,-0.30,0.61
6.053,0.24,0.80,0.10,0.84
6.063,0.29,1.14,0.84,1.44
6.073,0.58,1.25,1.64,2.14
6.083,0.80,1.28,2.41,2.84
6.093,0.53,1.20,2.86,3.15
6.103,0.07,1.06,3.13,3.31
6.113,-0.22,1.46,3.33,3.64
6.123,-0.20,1.74,3.68,4.07
6.133,-0.12,2.23,3.96,4.55
6.143,-0.04,3.50,4.00,5.31
6.153,0.30,4.78,4.60,6.64
6.163,0.74,6.27,5.43,8.33
6.173,0.95,7.66,5.81,9.66
6.183,1.12,8.31,6.10,10.37
6.193,1.22,9.14,7.15,11.67
6.203,1.19,9.81,9.60,13.77
6.213,1.61,8.95,11.27,14.48
6.223,2.56,8.49,11.06,14.18
6.233,3.75,8.77,11.61,15.02
6.243,4.62,8.19,11.29,14.70
6.253,5.18,7.78,8.42,12.58
6.263,6.12,6.96,5.95,11.01
6.273,6.43,5.43,5.76,10.19
6.283,6.36,4.00,6.69,10.06
6.293,6.40,2.92,7.12,10.01
6.303,6.56,2.20,7.33,10.08
6.313,6.42,1.15,7.48,9.92
6.323,5.94,-0.09,7.62,9.66
6.333,5.59,-1.39,7.74,9.65
6.343,5.40,-2.54,7.80,9.82
6.353,5.37,-3.27,7.41,9.72
6.363,5.52,-3.56,6.86,9.50
6.373,5.43,-3.73,6.07,8.95
6.383,5.31,-3.34,5.17,8.13
6.395,5.02,-1.98,4.54,7.05
6.403,4.05,-1.02,4.11,5.86
6.413,2.92,-0.75,3.66,4.74
6.423,2.02,-0.64,3.31,3.93
6.433,1.41,-0.77,2.98,3.38
6.443,1.26,-0.90,2.74,3.14
6.453,1.24,-0.79,2.47,2.87
6.463,0.94,-0.53,2.02,2.29
6.474,0.29,0.64,1.30,1.48
6.483,-1.13,3.22,0.72,3.49
6.494,-2.93,5.59,0.04,6.31
6.503,-3.64,5.76,-0.53,6.83
6.514,-3.45,4.09,-1.08,5.46
6.524,-3.10,2.47,-2.27,4.56
6.534,-2.45,1.97,-3.52,4.72
6.544,-2.21,3.04,-4.18,5.62
6.554,-2.31,4.76,-4.37,6.86
6.564,-2.41,6.11,-4.71,8.09
6.574,-2.51,7.37,-5.54,9.56
6.584,-2.94,10.04,-7.48,12.86
6.594,-4.22,11.89,-10.21,16.23
6.604,-4.97,10.12,-11.25,15.93
6.614,-4.99,7.22,-11.59,14.54
6.624,-4.68,5.91,-11.68,13.90
6.634,-4.75,5.07,-11.59,13.51
6.644,-4.82,4.05,-12.45,13.95
6.654,-5.06,2.74,-13.84,14.99
6.664,-5.57,0.94,-14.92,15.95
6.674,-5.93,-0.76,-15.93,17.01
6.684,-5.84,-2.05,-16.67,17.78
6.694,-5.69,-2.83,-16.33,17.52
6.704,-4.88,-3.17,-15.04,16.12
6.714,-3.53,-2.84,-12.91,13.69
6.724,-2.92,-1.96,-10.51,11.08
6.734,-2.54,-0.66,-8.02,8.44
6.744,-2.16,1.65,-6.81,7.34
6.754,-1.20,11.35,-10.01,15.18
6.764,3.47,9.26,5.43,11.28
6.774,-0.23,1.98,32.02,32.08
6.784,-3.96,-1.11,21.59,21.97
6.794,-1.38,3.62,-7.67,8.59
6.804,-0.97,7.44,-4.81,8.91
6.814,-0.30,7.25,-9.33,11.82
6.824,-2.79,4.83,-10.93,12.27
6.834,-3.54,1.21,-10.11,10.78
6.844,-3.39,-1.51,-8.72,9.48
6.854,-3.07,-2.12,-6.11,7.16
6.864,-2.66,-0.27,-3.31,4.25
6.874,-2.38,1.50,-1.42,3.15
6.884,-1.49,1.94,-0.21,2.46
6.894,-0.61,1.70,0.58,1.90
6.904,-0.22,1.02,0.51,1.16
6.914,-0.07,0.61,-0.02,0.61
6.924,0.35,0.64,-0.37,0.82
6.934,0.70,0.51,-0.15,0.88
6.945,0.81,0.31,0.03,0.87
6.955,0.87,0.11,-0.12,0.89
6.965,0.83,-0.01,-0.39,0.92
6.975,0.89,-0.20,-0.53,1.05
6.985,0.90,-0.13,-0.35,0.97
6.995,0.82,0.02,-0.07,0.82
7.005,0.76,-0.02,0.28,0.81
7.015,0.64,-0.01,0.53,0.83
7.025,0.52,-0.12,0.50,0.73
7.035,0.47,-0.35,0.41,0.71
7.045,0.36,-0.59,0.37,0.79
7.055,0.24,-0.72,0.42,0.86
7.065,0.29,-0.72,0.52,0.94
7.075,0.35,-0.26,0.73,0.85
7.085,0.34,-0.02,0.80,0.87
7.095,0.31,-0.08,0.77,0.83
7.105,0.19,-0.12,0.86,0.88
7.115,0.01,-0.07,0.89,0.89
7.125,-0.14,0.15,0.99,1.01
7.135,-0.28,0.24,1.09,1.15
7.145,-0.39,0.22,1.06,1.15
7.155,-0.45,0.14,1.00,1.10
7.165,-0.43,0.12,0.93,1.03
7.175,-0.33,0.21,0.89,0.97
7.185,-0.25,0.37,0.87,0.98
7.195,-0.20,0.47,0.72,0.88
7.205,-0.06,0.56,0.51,0.76
7.215,0.17,0.70,0.34,0.80
7.225,0.34,0.90,0.22,0.99
7.235,0.38,1.05,0.22,1.14
7.245,0.32,1.03,0.46,1.17
7.255,0.27,1.07,0.98,1.48
7.265,0.23,1.07,1.58,1.92
7.275,0.21,1.09,2.22,2.48
7.285,0.34,1.13,2.91,3.14
7.295,0.54,1.19,3.36,3.60
7.305,0.75,1.33,3.59,3.90
7.315,0.91,1.72,3.73,4.21
7.325,0.73,3.03,3.71,4.84
7.335,0.86,4.35,4.16,6.08
7.345,1.40,4.97,5.05,7.23
7.355,1.47,5.89,5.42,8.14
7.365,1.40,6.74,5.86,9.04
7.375,1.41,7.62,7.19,10.57
7.385,1.04,8.94,8.60,12.45
7.395,0.96,10.78,9.98,14.72
7.405,1.73,10.79,12.12,16.32
7.415,2.88,9.10,12.60,15.81
7.425,4.12,8.14,11.40,14.60
7.435,4.64,6.80,8.79,12.05
7.446,5.05,5.04,5.11,8.77
7.456,5.55,3.68,4.46,8.01
7.465,6.15,2.47,6.23,9.09
7.475,6.64,2.04,8.34,10.86
7.486,6.91,2.12,9.93,12.28
7.496,6.52,1.88,10.57,12.56
7.506,5.77,1.11,10.63,12.15
7.516,5.84,-0.12,10.29,11.83
7.526,6.12,-1.30,9.67,11.52
7.536,6.09,-1.98,8.82,10.90
7.546,6.29,-1.94,7.70,10.13
7.556,6.32,-1.81,6.15,9.00
7.566,6.25,-1.54,4.52,7.87
7.576,6.16,-0.72,2.81,6.81
7.586,5.84,0.20,1.22,5.97
7.596,5.14,0.63,0.46,5.19
7.606,4.07,0.71,0.78,4.20
7.616,3.18,0.93,0.87,3.43
7.626,2.20,1.17,0.28,2.50
7.636,1.15,2.11,0.11,2.41
7.646,-0.29,3.60,0.02,3.61
7.656,-1.96,4.93,0.08,5.31
7.666,-3.15,5.22,-0.24,6.10
7.676,-3.31,3.42,-1.05,4.87
7.686,-2.45,1.30,-2.23,3.55
7.696,-1.89,0.98,-3.21,3.85
7.706,-1.85,2.13,-3.76,4.70
7.716,-1.67,3.21,-4.15,5.51
7.726,-1.38,3.72,-4.43,5.95
7.736,-1.40,4.18,-5.03,6.69
7.746,-1.12,5.12,-6.38,8.26
7.756,-0.78,6.03,-8.26,10.26
7.766,-0.66,7.16,-10.49,12.72
7.776,-0.19,7.95,-13.13,15.35
7.786,-0.17,8.60,-15.30,17.55
7.796,-0.23,8.11,-16.57,18.45
7.806,0.02,6.63,-17.76,18.95
7.816,-0.68,4.72,-19.03,19.61
7.826,-2.08,2.54,-19.72,19.99
7.836,-3.58,0.37,-20.21,20.53
7.846,-5.19,-1.44,-21.01,21.69
7.856,-6.91,-2.65,-21.79,23.01
7.866,-8.10,-3.31,-21.45,23.16
7.876,-9.02,-3.89,-19.11,21.49
7.887,-8.49,-3.89,-15.82,18.37
7.896,-6.21,-4.39,-9.95,12.53
7.906,-2.01,-4.18,-2.81,5.43
7.916,2.57,11.39,-5.70,12.99
7.927,2.19,21.21,24.84,32.74
7.937,-3.18,-5.74,81.27,81.54
7.946,0.88,0.54,-29.45,29.47
7.956,-0.12,0.43,-11.86,11.87
7.966,0.28,3.99,-8.24,9.16
7.977,-0.31,10.07,-10.37,14.46
7.987,-2.15,8.91,-9.10,12.92
7.997,-4.01,2.89,-7.69,9.14
8.007,-5.12,-1.91,-7.76,9.49
8.017,-4.30,-2.46,-7.13,8.68
8.027,-3.05,0.02,-4.72,5.62
8.037,-2.12,1.91,-2.16,3.58
8.047,-1.77,2.30,-0.87,3.03
8.057,-1.52,0.95,-0.39,1.83
8.067,-0.81,-0.20,0.25,0.87
8.077,0.26,-0.53,0.64,0.87
8.087,1.05,-0.56,0.80,1.43
8.097,1.26,-0.32,1.01,1.64
8.107,1.05,-0.13,1.13,1.55
8.117,0.60,0.14,1.19,1.34
8.127,0.45,0.59,1.05,1.29
8.137,0.66,0.79,0.91,1.37
8.147,0.67,0.62,0.36,0.98
8.157,0.69,0.53,-0.26,0.91
8.167,0.48,0.25,-0.65,0.84
8.177,0.15,0.01,-0.95,0.96
8.187,-0.10,-0.12,-0.98,0.99
8.197,-0.12,-0.10,-0.76,0.78
8.207,-0.02,-0.28,-0.46,0.53
8.217,0.02,-0.41,-0.05,0.41
8.227,0.16,-0.50,0.34,0.63
8.237,0.33,-0.64,0.65,0.97
8.247,0.50,-0.67,0.88,1.21
8.257,0.54,-0.83,1.04,1.44
8.267,0.52,-0.95,1.02,1.48
8.277,0.54,-0.90,1.03,1.47
8.287,0.49,-0.92,1.12,1.53
8.297,0.36,-0.67,1.09,1.34
8.307,0.21,-0.22,1.04,1.08
8.317,0.16,0.11,0.86,0.88
8.327,0.14,0.22,0.53,0.59
8.337,0.00,0.74,0.06,0.74
8.347,-0.01,1.01,-0.27,1.04
8.357,0.07,1.05,-0.36,1.11
8.367,0.17,0.92,-0.20,0.96
8.377,0.29,0.65,0.16,0.73
8.387,0.37,0.39,0.57,0.78
8.397,0.44,0.27,0.97,1.10
8.408,0.44,0.19,1.29,1.38
8.417,0.28,0.26,1.34,1.39
8.428,0.05,0.34,1.25,1.29
8.438,-0.13,0.46,1.14,1.24
8.448,-0.26,0.57,1.03,1.20
8.458,-0.27,0.64,1.06,1.26
8.468,-0.20,0.76,1.24,1.46
8.478,-0.08,0.76,1.72,1.89
8.488,-0.03,0.96,2.31,2.50
8.498,0.12,1.29,2.86,3.14
8.508,0.29,1.88,3.37,3.88
8.518,0.47,2.95,3.97,4.96
8.528,0.86,3.85,4.84,6.24
8.538,1.42,4.55,5.82,7.52
8.548,1.81,5.59,6.64,8.87
8.558,2.02,6.64,7.61,10.30
8.568,1.93,7.33,8.47,11.37
8.578,1.60,8.41,9.58,12.85
8.588,0.97,10.30,11.81,15.70
8.598,0.08,11.89,15.02,19.16
8.608,-1.00,10.85,17.84,20.91
8.618,-0.92,7.25,14.95,16.64
8.628,0.40,5.23,10.13,11.41
8.638,1.79,3.22,5.12,6.31
8.648,2.82,1.68,0.78,3.38
8.658,3.96,1.32,-0.98,4.28
8.668,4.53,0.86,-0.63,4.66
8.678,4.92,0.34,1.52,5.16
8.688,5.71,0.47,4.16,7.08
8.698,5.79,0.06,6.10,8.41
8.708,4.95,-1.02,7.26,8.84
8.718,4.31,-2.18,7.68,9.08
8.728,4.37,-3.26,8.08,9.74
8.738,4.74,-3.98,8.31,10.36
8.748,5.02,-4.39,7.98,10.40
8.758,5.29,-4.55,7.34,10.13
8.768,5.50,-4.23,6.38,9.43
8.778,5.63,-3.42,5.05,8.30
8.788,5.73,-2.35,3.60,7.16
8.798,5.51,-1.47,2.29,6.15
8.808,5.05,-1.00,1.20,5.28
8.818,4.44,-0.76,0.49,4.53
8.828,3.85,-0.60,0.10,3.90
8.838,3.40,-0.37,-0.43,3.45
8.848,2.83,-0.30,-0.92,2.99
8.859,1.85,0.59,-1.06,2.21
8.869,0.30,2.50,-1.17,2.77
8.878,-1.51,4.66,-0.84,4.97
8.889,-2.99,6.12,-0.07,6.81
8.898,-3.54,6.16,-0.69,7.14
8.908,-2.97,4.09,-3.20,5.99
8.919,-2.26,2.90,-4.19,5.58
8.929,-2.07,2.97,-5.04,6.20
8.939,-2.18,3.76,-5.62,7.11
8.948,-2.44,4.24,-5.94,7.69
8.959,-2.16,3.92,-6.36,7.77
8.969,-1.86,3.56,-6.67,7.79
8.979,-1.65,3.59,-7.38,8.37
8.989,-1.26,3.81,-8.18,9.11
8.999,-1.12,4.08,-9.02,9.97
9.009,-1.27,4.20,-9.55,10.51
9.019,-1.32,3.79,-9.71,10.51
9.029,-1.03,3.09,-9.85,10.37
9.039,-1.10,2.32,-10.41,10.72
9.049,-1.86,1.19,-11.47,11.68
9.059,-2.62,-0.13,-11.80,12.09
9.069,-3.00,-1.32,-11.43,11.89
9.079,-3.64,-1.93,-11.09,11.83
9.089,-4.19,-2.13,-10.80,11.77
9.099,-4.50,-1.88,-10.62,11.68
9.109,-4.55,-1.46,-9.94,11.03
9.119,-4.29,-1.21,-8.69,9.76
9.129,-3.93,-0.64,-7.44,8.44
9.139,-2.91,0.25,-5.56,6.28
9.149,-1.71,2.42,-3.70,4.74
9.159,-2.09,7.67,-1.62,8.11
9.169,0.04,9.28,3.42,9.89
9.179,2.59,7.79,5.01,9.61
9.189,0.69,9.44,5.48,10.93
9.199,-1.43,9.82,5.60,11.40
9.209,-2.06,8.93,3.68,9.88
9.219,-3.54,5.82,-0.14,6.82
9.229,-4.13,1.35,-2.34,4.94
9.239,-4.44,-3.02,-3.58,6.45
9.249,-4.98,-5.26,-4.68,8.62
9.259,-4.34,-4.84,-5.53,8.53
9.269,-3.98,-1.05,-5.68,7.01
9.279,-3.98,2.22,-5.39,7.06
9.289,-3.21,2.27,-5.58,6.83
9.299,-2.14,2.08,-4.72,5.58
9.309,-1.13,2.26,-3.40,4.24
9.319,0.08,1.47,-2.00,2.49
9.329,0.90,0.76,-0.71,1.37
9.339,1.28,0.62,0.37,1.47
9.349,1.20,0.51,0.95,1.61
9.360,0.76,0.16,1.28,1.50
9.369,0.44,-0.36,1.22,1.34
9.379,0.64,-0.70,1.10,1.45
9.389,1.02,-0.65,1.03,1.59
9.400,1.19,-0.49,0.78,1.51
9.410,1.30,-0.29,0.25,1.36
9.420,1.32,-0.09,-0.14,1.33
9.430,0.95,0.05,-0.45,1.05
9.440,0.62,-0.00,-0.63,0.88
9.450,0.69,-0.25,-0.37,0.82
9.460,0.84,-0.42,-0.04,0.94
9.470,0.90,-0.40,0.22,1.01
9.480,0.89,-0.30,0.50,1.07
9.490,0.73,-0.32,0.68,1.05
9.500,0.53,-0.34,0.76,0.99
9.510,0.24,-0.24,0.72,0.79
9.520,0.03,-0.14,0.61,0.62
9.530,0.06,-0.13,0.52,0.54
9.540,0.07,-0.16,0.45,0.48
9.550,0.03,-0.01,0.23,0.24
9.560,-0.09,0.32,-0.05,0.34
9.570,-0.26,0.55,-0.27,0.67
9.580,-0.27,0.65,-0.37,0.79
9.590,-0.25,0.64,-0.56,0.89
9.600,-0.35,0.56,-0.88,1.10
9.610,-0.16,0.45,-1.04,1.15
9.620,0.18,0.36,-1.12,1.19
9.630,0.40,0.31,-1.26,1.36
9.640,0.47,0.34,-1.33,1.45
9.650,0.46,0.51,-1.08,1.28
9.660,0.59,0.70,-0.67,1.13
9.670,0.66,0.65,-0.58,1.09
9.680,0.55,0.55,-0.68,1.03
9.690,0.41,0.51,-0.73,0.98
9.700,0.27,0.12,-0.72,0.78
9.710,-0.07,-0.14,-0.52,0.54
9.720,-0.32,-0.11,-0.20,0.40
9.730,-0.59,-0.23,0.05,0.64
9.740,-0.82,-0.29,0.28,0.91
9.750,-0.91,0.06,0.61,1.10
9.760,-0.91,0.25,1.01,1.38
9.770,-0.69,-0.07,1.16,1.35
9.780,-0.47,-0.20,1.17,1.27
9.790,-0.18,-0.20,0.96,1.00
9.800,0.11,-0.18,0.71,0.74
9.810,0.33,-0.24,0.45,0.60
9.820,0.51,-0.33,0.14,0.62
9.830,0.64,-0.45,-0.03,0.78
9.840,0.66,-0.55,-0.14,0.87
9.850,0.65,-0.55,-0.06,0.86
9.861,0.51,-0.58,0.06,0.77
9.870,0.34,-0.50,0.18,0.63
9.880,0.18,-0.35,0.28,0.48
9.891,0.00,-0.23,0.33,0.40
9.901,-0.04,-0.11,0.32,0.34
9.911,0.00,-0.02,0.31,0.31
9.920,0.11,-0.00,0.27,0.29
9.931,0.24,0.01,0.09,0.25
9.941,0.26,-0.00,-0.18,0.32
9.951,0.26,-0.05,-0.40,0.48
9.961,0.24,-0.05,-0.49,0.55
9.971,0.18,-0.05,-0.46,0.49
9.981,0.09,-0.11,-0.30,0.33
9.991,-0.05,-0.16,-0.09,0.19
10.001,-0.28,-0.19,0.11,0.36
10.011,-0.53,-0.15,0.31,0.64
10.021,-0.74,-0.05,0.43,0.86
10.031,-0.90,0.10,0.46,1.02
10.041,-1.04,0.25,0.31,1.11
10.051,-1.13,0.32,0.25,1.20
10.061,-1.20,0.12,0.21,1.22
10.071,-1.10,-0.17,-0.09,1.12
10.081,-0.92,-0.28,-0.51,1.09
10.091,-0.33,-0.17,-0.73,0.82
10.101,0.17,0.00,-0.63,0.65
10.111,0.37,0.07,-0.31,0.49
10.121,0.51,0.04,-0.09,0.52
10.131,0.68,-0.05,-0.15,0.70
10.141,0.98,-0.12,-0.26,1.02
10.151,1.19,-0.11,-0.28,1.23
10.161,1.21,-0.14,-0.11,1.22
10.171,0.70,-0.13,0.20,0.74
10.181,-0.10,-0.09,0.31,0.34
10.191,-0.49,-0.05,0.10,0.50
10.201,-0.46,0.01,-0.13,0.47
10.211,-0.34,0.10,-0.21,0.41
10.221,-0.24,0.07,-0.11,0.27
10.231,-0.08,-0.01,0.10,0.13
10.241,0.02,-0.09,0.10,0.14
10.251,0.15,-0.09,-0.06,0.18
10.261,0.12,-0.02,-0.21,0.24
10.271,0.02,-0.00,-0.24,0.24
10.281,0.04,-0.06,-0.23,0.25
10.291,0.11,-0.07,-0.11,0.17
10.301,0.07,-0.05,0.07,0.11
10.311,0.07,-0.05,0.01,0.08
10.321,0.09,-0.08,-0.06,0.14
10.331,0.09,-0.12,-0.01,0.15
10.341,0.15,-0.13,0.12,0.23
10.351,0.24,-0.14,0.19,0.34
10.361,0.18,-0.09,0.09,0.22
10.371,0.08,-0.01,-0.14,0.17
10.381,0.05,0.04,-0.21,0.22
10.392,0.00,0.05,-0.09,0.10
10.402,0.00,0.04,0.01,0.04
10.412,0.04,0.02,0.01,0.05
10.422,-0.00,0.01,-0.01,0.01
10.432,-0.06,0.01,-0.06,0.08
10.442,-0.10,0.02,-0.19,0.22
10.452,-0.22,0.05,-0.22,0.31
10.462,-0.25,0.07,-0.14,0.30
10.472,-0.20,0.03,-0.13,0.24
10.482,0.04,-0.18,-0.07,0.19
10.492,0.18,-0.09,-0.55,0.59
10.502,-0.03,0.18,-0.16,0.25
10.512,-0.44,0.17,0.13,0.49
10.522,-0.63,0.14,0.39,0.75
10.532,-0.32,-0.07,0.59,0.67
10.542,0.15,-0.17,0.30,0.37
10.552,0.36,-0.10,-0.01,0.38
